Fecha,Usuario,Flujo de Tarea,ID - LINK,Status,Iniciativa,Incidencias,IDs trabajados,Comentarios
15/04/2026,ext_jotrimar,Soporte,https://mercadolibre.atlassian.net/servicedesk/customer/portal/5525/SOPM-8921,HOLD,Sugerencias de Corrección,Esperando respuesta,1,
15/04/2026,ext_jotrimar,Soporte,https://mercadolibre.atlassian.net/servicedesk/customer/portal/5525/SOPM-8908,HOLD,Sugerencias de Corrección,Esperando respuesta,1,
15/04/2026,ext_jotrimar,Soporte,https://mercadolibre.atlassian.net/servicedesk/customer/portal/5525/SOPM-9085,HOLD,Sugerencias de Corrección,Impacto BC/CMS,1,
15/04/2026,ext_jotrimar,Soporte,https://mercadolibre.atlassian.net/servicedesk/customer/portal/5525/SOPM-9071,HOLD,Sugerencias de Corrección,Impacto BC/CMS,1,Sugerencia en wip por otro collab
15/04/2026,ext_jotrimar,Soporte,https://mercadolibre.atlassian.net/servicedesk/customer/portal/5525/SOPM-9081,HOLD,Sugerencias de Corrección,Herramientas,1,https://mercadolibre.atlassian.net/servicedesk/customer/portal/121/FEFE-13547
15/04/2026,ext_jotrimar,Soporte,https://mercadolibre.atlassian.net/servicedesk/customer/portal/5525/SOPM-9110,HOLD,Sugerencias de Corrección,Impacto BC/CMS,1,
15/04/2026,ext_jotrimar,Soporte,https://mercadolibre.atlassian.net/servicedesk/customer/portal/5525/SOPM-9123,HOLD,KV,,1,"Mal catalogado, es una sugerencia de correccion de un producto "
15/04/2026,ext_matiam,Soporte,https://mercadolibre.atlassian.net/servicedesk/customer/portal/5525/SOPM-8928,HOLD,Inf. Oportunidad de Mejora,Activar,2,
15/04/2026,ext_matiam,Soporte,https://mercadolibre.atlassian.net/servicedesk/customer/portal/5525/SOPM-9068,HOLD,Sugerencias de Creación,Soporte,1,WFI
15/04/2026,ext_matiam,Soporte,https://mercadolibre.atlassian.net/servicedesk/customer/portal/5525/SOPM-9126,HOLD,Unificación de familias,Merge,3,"2 merges, 1 unif"
15/04/2026,ext_ramiherr,Soporte,https://mercadolibre.atlassian.net/servicedesk/customer/portal/5525/SOPM-8895,HOLD,Sugerencias de Corrección,,1,WFV
15/04/2026,ext_ramiherr,Soporte,https://mercadolibre.atlassian.net/servicedesk/customer/portal/5525/SOPM-8989,HOLD,Sugerencias de Corrección,,1,WFV
15/04/2026,ext_ramiherr,Soporte,https://mercadolibre.atlassian.net/servicedesk/customer/portal/5525/SOPM-9065,HOLD,Inf. Oportunidad de Mejora,Esperando respuesta,1,WFI
15/04/2026,ext_siosanch,Soporte,https://mercadolibre.atlassian.net/servicedesk/customer/portal/5525/SOPM-8948?isEligibleForUserSurvey=true,HOLD,Sugerencias de Corrección,Esperando respuesta,1,
15/04/2026,ext_siosanch,Soporte,https://mercadolibre.atlassian.net/servicedesk/customer/portal/5525/SOPM-9070,HOLD,Unificación de familias,Esperando respuesta,7,Analisis 7 IDs. WFI
15/04/2026,ext_siosanch,Soporte,https://mercadolibre.atlassian.net/servicedesk/customer/portal/5525/SOPM-9091,HOLD,Sugerencias de Corrección,Impacto BC/CMS,1,ID del grupo: 82955549  ID del padre: MLM48915451
15/04/2026,ext_siosanch,Soporte,https://mercadolibre.atlassian.net/servicedesk/customer/portal/5525/SOPM-9069,HOLD,Sugerencias de Creación,Esperando respuesta,1,WFI
15/04/2026,ext_siosanch,Soporte,https://mercadolibre.atlassian.net/servicedesk/customer/portal/5525/SOPM-9090,HOLD,Sugerencias de Corrección,Impacto BC/CMS,1,"ID del grupo: 82955475, 82955781  ID del padre: MLM63804152"
15/04/2026,ext_tibareir,Demanda,https://catalog-domains.adminml.com/ruler/product-suggestions/MLBS404931420,HOLD,,Impacto BC/CMS,1,
15/04/2026,ext_tibareir,Demanda,https://catalog-domains.adminml.com/ruler/product-suggestions/MLMS404978031,HOLD,,Activar,1,
15/04/2026,ext_tibareir,Demanda,https://catalog-domains.adminml.com/ruler/product-suggestions/MLAS405042450,HOLD,,Activar,1,
15/04/2026,ext_tibareir,Demanda,https://catalog-domains.adminml.com/ruler/product-suggestions/MLBS404753591,HOLD,,Merge,1,
