ultimaActualizacion,id_caso,casoId,sugerencia_id,Dominio,usuario,estado_caso,suggestion_reason,Auditor,Borrado,EstadoFinal_esCorrecto,Motivo_de_Rechazo_esCorrecto,Accion_Correcta,Codigo_de_tipificacion,Casuisticas,Comentario,Casuisticas agrupadas,Aplica_BTC,Tipo_de_BTC
2025-12-29,MLAS358104791,MLAS358104791,511109124,SPEAKERS,ext_deparede,Aprobado,APPROVED,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS358104791,MLAS358104791,511109127,SPEAKERS,ext_deparede,Aprobado,APPROVED,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS358104791,MLAS358104791,511109128,SPEAKERS,ext_deparede,Aprobado,APPROVED,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS358104791,MLAS358104791,511109121,SPEAKERS,ext_deparede,Aprobado,APPROVED,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS358104791,MLAS358104791,511109116,SPEAKERS,ext_deparede,Aprobado,MADE_IN_ENHANCEMENT,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS358200485,MLAS358200485,511600410,PACKAGING_BOXES,ext_namangas,Aprobado,PRODUCT_WITH_ONLY_WINNER_OPTIN,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS358200485,MLAS358200485,511600415,PACKAGING_BOXES,ext_namangas,Aprobado,PRODUCT_WITH_ONLY_WINNER_OPTIN,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS358200485,MLAS358200485,511600420,PACKAGING_BOXES,ext_namangas,Aprobado,APPROVED,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS358200485,MLAS358200485,511600417,PACKAGING_BOXES,ext_namangas,Aprobado,PRODUCT_WITH_ONLY_WINNER_OPTIN,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS358219871,MLAS358219871,511622665,WATERPROOFING_PROTECTORS_AND_SURFACE_TREATMENTS,ext_joavgust,Aprobado,TOP_PERFORMERS,ext_vitofalo,,OK,OK,,,,,,,
2025-12-29,MLAS358219871,MLAS358219871,511622663,WATERPROOFING_PROTECTORS_AND_SURFACE_TREATMENTS,ext_joavgust,Aprobado,APPROVED,ext_vitofalo,,OK,OK,,,,,,,
2025-12-29,MLAS358219871,MLAS358219871,511622668,WATERPROOFING_PROTECTORS_AND_SURFACE_TREATMENTS,ext_joavgust,Aprobado,TOP_PERFORMERS,ext_vitofalo,,OK,OK,,,,,,,
2025-12-29,MLAS358219871,MLAS358219871,511622675,WATERPROOFING_PROTECTORS_AND_SURFACE_TREATMENTS,ext_joavgust,Aprobado,TOP_PERFORMERS,ext_vitofalo,,OK,OK,,,,,,,
2025-12-29,MLAS358219871,MLAS358219871,511622667,WATERPROOFING_PROTECTORS_AND_SURFACE_TREATMENTS,ext_joavgust,Aprobado,TOP_PERFORMERS,ext_vitofalo,,OK,OK,,,,,,,
2025-12-29,MLAS358219871,MLAS358219871,511622670,WATERPROOFING_PROTECTORS_AND_SURFACE_TREATMENTS,ext_joavgust,Aprobado,TOP_PERFORMERS,ext_vitofalo,,OK,OK,,,,,,,
2025-12-29,MLAS358219871,MLAS358219871,511622672,WATERPROOFING_PROTECTORS_AND_SURFACE_TREATMENTS,ext_joavgust,Rechazado,E-DC,ext_vitofalo,,OK,OK,,,,,,,
2025-12-29,MLAS358219871,MLAS358219871,511622671,WATERPROOFING_PROTECTORS_AND_SURFACE_TREATMENTS,ext_joavgust,Aprobado,TOP_PERFORMERS,ext_vitofalo,,OK,OK,,,,,,,
2025-12-29,MLAS358219871,MLAS358219871,511622661,WATERPROOFING_PROTECTORS_AND_SURFACE_TREATMENTS,ext_joavgust,Aprobado,TOP_PERFORMERS,ext_vitofalo,,OK,OK,,,,,,,
2025-12-29,MLAS358219871,MLAS358219871,511622666,WATERPROOFING_PROTECTORS_AND_SURFACE_TREATMENTS,ext_joavgust,Aprobado,TOP_PERFORMERS,ext_vitofalo,,OK,OK,,,,,,,
2025-12-29,MLAS358219871,MLAS358219871,511622669,WATERPROOFING_PROTECTORS_AND_SURFACE_TREATMENTS,ext_joavgust,Aprobado,TOP_PERFORMERS,ext_vitofalo,,OK,OK,,,,,,,
2025-12-29,MLAS358219871,MLAS358219871,511622664,WATERPROOFING_PROTECTORS_AND_SURFACE_TREATMENTS,ext_joavgust,Aprobado,TOP_PERFORMERS,ext_vitofalo,,OK,OK,,,,,,,
2025-12-29,MLAS358219871,MLAS358219871,511622673,WATERPROOFING_PROTECTORS_AND_SURFACE_TREATMENTS,ext_joavgust,Rechazado,E-DC,ext_vitofalo,,OK,OK,,,,,,,
2025-12-29,MLAS358219871,MLAS358219871,511622662,WATERPROOFING_PROTECTORS_AND_SURFACE_TREATMENTS,ext_joavgust,Aprobado,APPROVED,ext_vitofalo,,OK,OK,,,,,,,
2025-12-29,MLAS358219871,MLAS358219871,511622674,WATERPROOFING_PROTECTORS_AND_SURFACE_TREATMENTS,ext_joavgust,Aprobado,ADDITIONAL_SUGGESTION,ext_vitofalo,,OK,OK,,,,,,,
2025-12-29,MLAS358379788,MLAS358379788,511627730,FANS,ext_tamarco,Aprobado,PRECEDENCE,ext_joatenci,,OK,OK,,,,,,,
2025-12-29,MLAS358379788,MLAS358379788,511627744,FANS,ext_tamarco,Aprobado,PRECEDENCE,ext_joatenci,,OK,OK,,,,,,,
2025-12-29,MLAS358379788,MLAS358379788,511627734,FANS,ext_tamarco,Aprobado,PRECEDENCE,ext_joatenci,,NOT OK,NOT OK,E-COH,,,"La unidad de medida en ""g"" gramos no es coherente con el atributo. ",Aprobación que se debería rechazar porque no aplica,,
2025-12-29,MLAS358379788,MLAS358379788,511627732,FANS,ext_tamarco,Aprobado,APPROVED,ext_joatenci,,OK,OK,,,,,,,
2025-12-29,MLAS358379788,MLAS358379788,511627742,FANS,ext_tamarco,Rechazado,E-IMGI,ext_joatenci,,OK,OK,,,,,,,
2025-12-29,MLAS358711629,MLAS358711629,512162742,CONTAINER_CAPS_AND_PLUGS,ext_juawagne,Aprobado,APPROVED,ext_lopmatia,,OK,OK,,,,,,,
2025-12-29,MLAS358711629,MLAS358711629,512162738,CONTAINER_CAPS_AND_PLUGS,ext_juawagne,Aprobado,APPROVED,ext_lopmatia,,OK,OK,,,,,,,
2025-12-29,MLAS358711629,MLAS358711629,512162749,CONTAINER_CAPS_AND_PLUGS,ext_juawagne,Aprobado,APPROVED,ext_lopmatia,,OK,OK,,,,,,,
2025-12-29,MLAS358711629,MLAS358711629,512162736,CONTAINER_CAPS_AND_PLUGS,ext_juawagne,Aprobado,APPROVED,ext_lopmatia,,OK,OK,,,,,,,
2025-12-29,MLAS358711629,MLAS358711629,512162730,CONTAINER_CAPS_AND_PLUGS,ext_juawagne,Aprobado,APPROVED,ext_lopmatia,,OK,OK,,,,,,,
2025-12-29,MLAS358711629,MLAS358711629,512162744,CONTAINER_CAPS_AND_PLUGS,ext_juawagne,Aprobado,APPROVED,ext_lopmatia,,OK,OK,,,,,,,
2025-12-29,MLAS358711629,MLAS358711629,512162740,CONTAINER_CAPS_AND_PLUGS,ext_juawagne,Aprobado,APPROVED,ext_lopmatia,,OK,OK,,,,,,,
2025-12-29,MLAS358711629,MLAS358711629,512162737,CONTAINER_CAPS_AND_PLUGS,ext_juawagne,Aprobado,APPROVED,ext_lopmatia,,OK,OK,,,,,,,
2025-12-29,MLAS358711629,MLAS358711629,512162741,CONTAINER_CAPS_AND_PLUGS,ext_juawagne,Aprobado,APPROVED,ext_lopmatia,,OK,OK,,,,,,,
2025-12-29,MLAS358711629,MLAS358711629,512162745,CONTAINER_CAPS_AND_PLUGS,ext_juawagne,Aprobado,APPROVED,ext_lopmatia,,OK,OK,,,,,,,
2025-12-29,MLAS358711629,MLAS358711629,512162732,CONTAINER_CAPS_AND_PLUGS,ext_juawagne,Aprobado,APPROVED,ext_lopmatia,,OK,OK,,,,,,,
2025-12-29,MLAS358711629,MLAS358711629,512162731,CONTAINER_CAPS_AND_PLUGS,ext_juawagne,Aprobado,MADE_IN_ENHANCEMENT,ext_lopmatia,,OK,OK,,,,,,,
2025-12-29,MLAS358711629,MLAS358711629,512162743,CONTAINER_CAPS_AND_PLUGS,ext_juawagne,Aprobado,APPROVED,ext_lopmatia,,OK,OK,,,,,,,
2025-12-29,MLAS358887883,MLAS358887883,512389597,TRADING_CARD_GAMES,ext_hernflor,Aprobado,APPROVED,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS358887883,MLAS358887883,512389598,TRADING_CARD_GAMES,ext_hernflor,Aprobado,APPROVED,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS358887883,MLAS358887883,512389596,TRADING_CARD_GAMES,ext_hernflor,Aprobado,APPROVED,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS358887883,MLAS358887883,512389595,TRADING_CARD_GAMES,ext_hernflor,Aprobado,APPROVED,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS359025350,MLAS359025350,512342896,PEDAL_RIDE_ON_TOYS,ext_jocambar,Aprobado,PHOTOSTUDIO_PICTURES,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS359025350,MLAS359025350,512342893,PEDAL_RIDE_ON_TOYS,ext_jocambar,Aprobado,PHOTOSTUDIO_PICTURES,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS359025350,MLAS359025350,512342894,PEDAL_RIDE_ON_TOYS,ext_jocambar,Aprobado,PHOTOSTUDIO_PICTURES,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS359025350,MLAS359025350,512342899,PEDAL_RIDE_ON_TOYS,ext_jocambar,Aprobado,PHOTOSTUDIO_PICTURES,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS359025350,MLAS359025350,512342901,PEDAL_RIDE_ON_TOYS,ext_jocambar,Aprobado,ADDITIONAL_SUGGESTION,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS359025350,MLAS359025350,512342900,PEDAL_RIDE_ON_TOYS,ext_jocambar,Aprobado,PHOTOSTUDIO_PICTURES,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS359025350,MLAS359025350,512342897,PEDAL_RIDE_ON_TOYS,ext_jocambar,Aprobado,PHOTOSTUDIO_PICTURES,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS359025350,MLAS359025350,512342898,PEDAL_RIDE_ON_TOYS,ext_jocambar,Aprobado,PHOTOSTUDIO_PICTURES,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS359025350,MLAS359025350,512342892,PEDAL_RIDE_ON_TOYS,ext_jocambar,Aprobado,MADE_IN_ENHANCEMENT,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS359025350,MLAS359025350,512342895,PEDAL_RIDE_ON_TOYS,ext_jocambar,Aprobado,PHOTOSTUDIO_PICTURES,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS359025350,MLAS359025350,512342890,PEDAL_RIDE_ON_TOYS,ext_jocambar,Aprobado,APPROVED,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS359979247,MLAS359979247,513603113,BICYCLES,ext_agnovare,Rechazado,E-NCP,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS359979247,MLAS359979247,513603106,BICYCLES,ext_agnovare,Rechazado,E-NCP,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS359979247,MLAS359979247,513603104,BICYCLES,ext_agnovare,Rechazado,E-NCP,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS359979247,MLAS359979247,513603115,BICYCLES,ext_agnovare,Rechazado,E-NCP,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS359979247,MLAS359979247,513603110,BICYCLES,ext_agnovare,Rechazado,E-NCP,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS359979247,MLAS359979247,513603111,BICYCLES,ext_agnovare,Rechazado,E-NCP,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS359979247,MLAS359979247,513603107,BICYCLES,ext_agnovare,Rechazado,E-NCP,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS359979247,MLAS359979247,513603114,BICYCLES,ext_agnovare,Rechazado,E-NCP,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS359979247,MLAS359979247,513603109,BICYCLES,ext_agnovare,Rechazado,E-NCP,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS359979247,MLAS359979247,513603105,BICYCLES,ext_agnovare,Rechazado,E-NCP,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS359979247,MLAS359979247,513603116,BICYCLES,ext_agnovare,Rechazado,E-NCP,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS360075153,MLAS360075153,514023203,COMBUSTION_BRUSH_CUTTERS_AND_STRING_TRIMMERS,ext_ramiherr,Aprobado,APPROVED,ext_maminczu,,OK,OK,,,,,,,
2025-12-29,MLAS360194826,MLAS360194826,513842067,GAMEPADS_AND_JOYSTICKS,ext_damercur,Rechazado,E-DUPA,ext_lopmatia,,OK,NOT OK,E-REL,,,El modelo que agrega el seller no es correcto ya que no existe CFI ZCT1W10X si no solo CFI ZCT1W - pero no esta hablando de otro producto y se hizo E-DUPA a otro color,,,
2025-12-29,MLAS360194826,MLAS360194826,513842133,GAMEPADS_AND_JOYSTICKS,ext_damercur,Rechazado,E-DUPA,ext_lopmatia,,NOT OK,NOT OK,APROBADO,,,Los cambios correspondia al producto y se rechazo por E-dupa a un producto incorrecto,E-DUPA - mutación,,
2025-12-29,MLAS360194826,MLAS360194826,513842153,GAMEPADS_AND_JOYSTICKS,ext_damercur,Rechazado,E-DUPA,ext_lopmatia,,NOT OK,NOT OK,APROBADO,,,Los cambios correspondia al producto y se rechazo por E-dupa a un producto incorrecto,E-DUPA - mutación,,
2025-12-29,MLAS360194826,MLAS360194826,513842081,GAMEPADS_AND_JOYSTICKS,ext_damercur,Rechazado,E-DUPA,ext_lopmatia,,OK,NOT OK,E-REL,,,El modelo que agrega el seller no es correcto ya que no existe CFI ZCT1W10X si no solo CFI ZCT1W - pero no esta hablando de otro producto y se hizo E-DUPA a otro color,,,
2025-12-29,MLAS360194826,MLAS360194826,513842060,GAMEPADS_AND_JOYSTICKS,ext_damercur,Rechazado,E-DUPA,ext_lopmatia,,OK,NOT OK,E-REL,,,El modelo que agrega el seller no es correcto ya que no existe CFI ZCT1W10X si no solo CFI ZCT1W - pero no esta hablando de otro producto y se hizo E-DUPA a otro color,,,
2025-12-29,MLAS360279264,MLAS360279264,514072988,AUDIO_AND_VIDEO_CABLES_AND_ADAPTERS,ext_francof,Aprobado,APPROVED,ext_maminczu,,NOT OK,NOT OK,E-REL,,,,Aprobacion por coherencia o correcto,,
2025-12-29,MLAS360279264,MLAS360279264,514072985,AUDIO_AND_VIDEO_CABLES_AND_ADAPTERS,ext_francof,Aprobado,PRECEDENCE,ext_maminczu,,NOT OK,NOT OK,E-DV,,,,Imágenes con datos transaccionales/venta,,
2025-12-29,MLAS360279264,MLAS360279264,514072986,AUDIO_AND_VIDEO_CABLES_AND_ADAPTERS,ext_francof,Aprobado,PRECEDENCE,ext_maminczu,,NOT OK,NOT OK,E-DV,,,,Imágenes con datos transaccionales/venta,,
2025-12-29,MLAS360279264,MLAS360279264,514072981,AUDIO_AND_VIDEO_CABLES_AND_ADAPTERS,ext_francof,Aprobado,PRECEDENCE,ext_maminczu,,NOT OK,NOT OK,E-DV,,,,Imágenes con datos transaccionales/venta,,
2025-12-29,MLAS360279264,MLAS360279264,514072983,AUDIO_AND_VIDEO_CABLES_AND_ADAPTERS,ext_francof,Aprobado,PRECEDENCE,ext_maminczu,,NOT OK,NOT OK,E-DV,,,,Imágenes con datos transaccionales/venta,,
2025-12-29,MLAS360279264,MLAS360279264,514072987,AUDIO_AND_VIDEO_CABLES_AND_ADAPTERS,ext_francof,Aprobado,PRECEDENCE,ext_maminczu,,NOT OK,NOT OK,E-DV,,,,Imágenes con datos transaccionales/venta,,
2025-12-29,MLAS360549712,MLAS360549712,514368636,DESKTOP_COMPUTER_CASES,ext_agfasson,Aprobado,PRODUCT_WITH_ONLY_WINNER_OPTIN,ext_lopmatia,,OK,OK,,,,,,,
2025-12-29,MLAS360549712,MLAS360549712,514368648,DESKTOP_COMPUTER_CASES,ext_agfasson,Aprobado,PRODUCT_WITH_ONLY_WINNER_OPTIN,ext_lopmatia,,OK,OK,,,,,,,
2025-12-29,MLAS360549712,MLAS360549712,514368676,DESKTOP_COMPUTER_CASES,ext_agfasson,Aprobado,PRODUCT_WITH_ONLY_WINNER_OPTIN,ext_lopmatia,,OK,OK,,,,,,,
2025-12-29,MLAS360549712,MLAS360549712,514368639,DESKTOP_COMPUTER_CASES,ext_agfasson,Aprobado,PRODUCT_WITH_ONLY_WINNER_OPTIN,ext_lopmatia,,OK,OK,,,,,,,
2025-12-29,MLAS360549712,MLAS360549712,514368642,DESKTOP_COMPUTER_CASES,ext_agfasson,Aprobado,PRODUCT_WITH_ONLY_WINNER_OPTIN,ext_lopmatia,,OK,OK,,,,,,,
2025-12-29,MLAS360549712,MLAS360549712,514368634,DESKTOP_COMPUTER_CASES,ext_agfasson,Aprobado,APPROVED,ext_lopmatia,,OK,OK,,,,,,,
2025-12-29,MLAS360549712,MLAS360549712,514368643,DESKTOP_COMPUTER_CASES,ext_agfasson,Aprobado,PRODUCT_WITH_ONLY_WINNER_OPTIN,ext_lopmatia,,OK,OK,,,,,,,
2025-12-29,MLAS360549712,MLAS360549712,514368645,DESKTOP_COMPUTER_CASES,ext_agfasson,Aprobado,PRODUCT_WITH_ONLY_WINNER_OPTIN,ext_lopmatia,,OK,OK,,,,,,,
2025-12-29,MLAS360549712,MLAS360549712,514368647,DESKTOP_COMPUTER_CASES,ext_agfasson,Aprobado,PRODUCT_WITH_ONLY_WINNER_OPTIN,ext_lopmatia,,OK,OK,,,,,,,
2025-12-29,MLAS360549712,MLAS360549712,514368649,DESKTOP_COMPUTER_CASES,ext_agfasson,Aprobado,PRODUCT_WITH_ONLY_WINNER_OPTIN,ext_lopmatia,,OK,OK,,,,,,,
2025-12-29,MLAS360549712,MLAS360549712,514368638,DESKTOP_COMPUTER_CASES,ext_agfasson,Aprobado,PRODUCT_WITH_ONLY_WINNER_OPTIN,ext_lopmatia,,OK,OK,,,,,,,
2025-12-29,MLAS360549712,MLAS360549712,514368633,DESKTOP_COMPUTER_CASES,ext_agfasson,Aprobado,PRODUCT_WITH_ONLY_WINNER_OPTIN,ext_lopmatia,,OK,OK,,,,,,,
2025-12-29,MLAS360549712,MLAS360549712,514368674,DESKTOP_COMPUTER_CASES,ext_agfasson,Aprobado,PRODUCT_WITH_ONLY_WINNER_OPTIN,ext_lopmatia,,OK,OK,,,,,,,
2025-12-29,MLAS360549712,MLAS360549712,514368640,DESKTOP_COMPUTER_CASES,ext_agfasson,Aprobado,PRODUCT_WITH_ONLY_WINNER_OPTIN,ext_lopmatia,,OK,OK,,,,,,,
2025-12-29,MLAS360549712,MLAS360549712,514368644,DESKTOP_COMPUTER_CASES,ext_agfasson,Aprobado,PRODUCT_WITH_ONLY_WINNER_OPTIN,ext_lopmatia,,OK,OK,,,,,,,
2025-12-29,MLAS360549712,MLAS360549712,514368646,DESKTOP_COMPUTER_CASES,ext_agfasson,Aprobado,PRODUCT_WITH_ONLY_WINNER_OPTIN,ext_lopmatia,,OK,OK,,,,,,,
2025-12-29,MLAS360549712,MLAS360549712,514368635,DESKTOP_COMPUTER_CASES,ext_agfasson,Aprobado,APPROVED,ext_lopmatia,,OK,OK,,,,,,,
2025-12-29,MLAS360549712,MLAS360549712,514368637,DESKTOP_COMPUTER_CASES,ext_agfasson,Aprobado,PRODUCT_WITH_ONLY_WINNER_OPTIN,ext_lopmatia,,OK,OK,,,,,,,
2025-12-29,MLAS361857337,MLAS361857337,515978916,WET_BABY_WIPES,ext_francof,Aprobado,APPROVED,ext_vitofalo,,OK,OK,,,,,,,
2025-12-29,MLAS361857337,MLAS361857337,515978910,WET_BABY_WIPES,ext_francof,Aprobado,APPROVED,ext_vitofalo,,OK,OK,,,,,,,
2025-12-29,MLAS361857337,MLAS361857337,515978911,WET_BABY_WIPES,ext_francof,Aprobado,APPROVED,ext_vitofalo,,OK,OK,,,,,,,
2025-12-29,MLAS361857337,MLAS361857337,515978912,WET_BABY_WIPES,ext_francof,Aprobado,APPROVED,ext_vitofalo,,OK,OK,,,,,,,
2025-12-29,MLAS361857337,MLAS361857337,515978917,WET_BABY_WIPES,ext_francof,Aprobado,ASP,ext_vitofalo,,OK,OK,,,,,,,
2025-12-29,MLAS361857337,MLAS361857337,515978914,WET_BABY_WIPES,ext_francof,Aprobado,APPROVED,ext_vitofalo,,OK,OK,,,,,,,
2025-12-29,MLAS361857337,MLAS361857337,515978913,WET_BABY_WIPES,ext_francof,Aprobado,APPROVED,ext_vitofalo,,OK,OK,,,,,,,
2025-12-29,MLAS361857337,MLAS361857337,515978909,WET_BABY_WIPES,ext_francof,Aprobado,APPROVED,ext_vitofalo,,OK,OK,,,,,,,
2025-12-29,MLAS361857337,MLAS361857337,515978915,WET_BABY_WIPES,ext_francof,Aprobado,APPROVED,ext_vitofalo,,OK,OK,,,,,,,
2025-12-29,MLAS365372963,MLAS365372963,520209486,FOOD_AND_DRINK_EXTRACTS,ext_tovulcan,Aprobado,APPROVED,ext_joatenci,,OK,OK,,,,,,,
2025-12-29,MLAS365372963,MLAS365372963,520209482,FOOD_AND_DRINK_EXTRACTS,ext_tovulcan,Aprobado,MADE_IN_ENHANCEMENT,ext_joatenci,,OK,OK,,,,,,,
2025-12-29,MLAS365372963,MLAS365372963,520209483,FOOD_AND_DRINK_EXTRACTS,ext_tovulcan,Aprobado,APPROVED,ext_joatenci,,OK,OK,,,,,,,
2025-12-29,MLAS365372999,MLAS365372999,520284489,ANEMOMETERS,ext_tovulcan,Rechazado,E-NCP,ext_joatenci,,OK,OK,,,,,,,
2025-12-29,MLAS365372999,MLAS365372999,520284495,ANEMOMETERS,ext_tovulcan,Rechazado,E-NCP,ext_joatenci,,OK,OK,,,,,,,
2025-12-29,MLAS365372999,MLAS365372999,520284496,ANEMOMETERS,ext_tovulcan,Rechazado,E-NCP,ext_joatenci,,OK,OK,,,,,,,
2025-12-29,MLAS365372999,MLAS365372999,520284493,ANEMOMETERS,ext_tovulcan,Rechazado,E-NCP,ext_joatenci,,OK,OK,,,,,,,
2025-12-29,MLAS365372999,MLAS365372999,520284497,ANEMOMETERS,ext_tovulcan,Rechazado,E-NCP,ext_joatenci,,OK,OK,,,,,,,
2025-12-29,MLAS365372999,MLAS365372999,520284492,ANEMOMETERS,ext_tovulcan,Rechazado,E-NCP,ext_joatenci,,OK,OK,,,,,,,
2025-12-29,MLAS365372999,MLAS365372999,520284491,ANEMOMETERS,ext_tovulcan,Rechazado,E-NCP,ext_joatenci,,OK,OK,,,,,,,
2025-12-29,MLAS365372999,MLAS365372999,520284494,ANEMOMETERS,ext_tovulcan,Rechazado,E-NCP,ext_joatenci,,OK,OK,,,,,,,
2025-12-29,MLAS366170390,MLAS366170390,521201904,SUN_UMBRELLAS,ext_julieflo,Aprobado,APPROVED,ext_joatenci,,OK,OK,,,,,,,
2025-12-29,MLAS366173332,MLAS366173332,521206045,HAIR_AND_FACE_DYES_AND_BLEACHES,ext_joastori,Aprobado,APPROVED,ext_vitofalo,,OK,OK,,,,,,,
2025-12-29,MLAS366173332,MLAS366173332,521206044,HAIR_AND_FACE_DYES_AND_BLEACHES,ext_joastori,Aprobado,APPROVED,ext_vitofalo,,OK,OK,,,,,,,
2025-12-29,MLAS366173332,MLAS366173332,521206043,HAIR_AND_FACE_DYES_AND_BLEACHES,ext_joastori,Aprobado,APPROVED,ext_vitofalo,,OK,OK,,,,,,,
2025-12-29,MLBS358054405,MLBS358054405,511034266,COMPUTER_MONITORS,ext_ensole,Rechazado,E-NCP,ext_joatenci,,OK,OK,,,,,,,
2025-12-29,MLBS358054405,MLBS358054405,511034267,COMPUTER_MONITORS,ext_ensole,Rechazado,E-NCP,ext_joatenci,,OK,OK,,,,,,,
2025-12-29,MLBS358054405,MLBS358054405,511034269,COMPUTER_MONITORS,ext_ensole,Rechazado,E-NCP,ext_joatenci,,OK,OK,,,,,,,
2025-12-29,MLBS358054405,MLBS358054405,511034265,COMPUTER_MONITORS,ext_ensole,Rechazado,E-NCP,ext_joatenci,,OK,OK,,,,,,,
2025-12-29,MLBS358054405,MLBS358054405,511034272,COMPUTER_MONITORS,ext_ensole,Rechazado,E-NCP,ext_joatenci,,OK,OK,,,,,,,
2025-12-29,MLBS358054405,MLBS358054405,511034268,COMPUTER_MONITORS,ext_ensole,Rechazado,E-NCP,ext_joatenci,,OK,OK,,,,,,,
2025-12-29,MLBS358054405,MLBS358054405,511034270,COMPUTER_MONITORS,ext_ensole,Rechazado,E-NCP,ext_joatenci,,OK,OK,,,,,,,
2025-12-29,MLBS358054405,MLBS358054405,511034271,COMPUTER_MONITORS,ext_ensole,Rechazado,E-NCP,ext_joatenci,,OK,OK,,,,,,,
2025-12-29,MLBS358054405,MLBS358054405,511034273,COMPUTER_MONITORS,ext_ensole,Rechazado,E-NCP,ext_joatenci,,OK,OK,,,,,,,
